"Supplied Name","guid","scientificName","family","kingdom","Authority","Country","Kingdom","Environment","Origin","Evidence of impact","Verification","Year","Source"
"Salix alba","https://id.biodiversity.org.au/node/apni/2896377","Salix alba","Salicaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix alba x fragilis",,,,,,"Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix alba x matsudana",,,,,,"Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix babylonica","https://id.biodiversity.org.au/node/apni/2901595","Salix babylonica","Salicaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix calodendron","https://id.biodiversity.org.au/node/apni/2895394","Salix x calodendron","Salicaceae",,"Wimmer","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix caprea","https://id.biodiversity.org.au/node/apni/2919152","Salix cinerea","Salicaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix chilensis","https://id.biodiversity.org.au/name/apni/199942","Salix chilensis","Salicaceae",,"Molina","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix cinerea","https://id.biodiversity.org.au/node/apni/2919152","Salix cinerea","Salicaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix discolor",,,,,"Muhl.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix exigua","NZOR-6-108433","Salix exigua","Salicaceae",,"Nutt.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix fragilis","https://id.biodiversity.org.au/node/apni/2890685","Salix x fragilis","Salicaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix matsudana","https://id.biodiversity.org.au/name/apni/165877","Salix matsudana","Salicaceae",,"Koidz.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix matsudana x alba",,,,,,"Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix myricoides","https://id.biodiversity.org.au/node/apni/2920195","Salix myricoides","Salicaceae",,"Muhl.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix nigra","https://id.biodiversity.org.au/node/apni/2917329","Salix nigra","Salicaceae",,"Marshall","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix pendulina","https://id.biodiversity.org.au/node/apni/2891360","Salix x pendulina","Salicaceae",,"Wender.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix purpurea","https://id.biodiversity.org.au/node/apni/2911763","Salix purpurea","Salicaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix rubens","https://id.biodiversity.org.au/node/apni/2890685","Salix x fragilis","Salicaceae",,"Schrank","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix sepulcralis","https://id.biodiversity.org.au/node/apni/2913826","Salix x sepulcralis","Salicaceae",,"Simonk.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix smithiana",,,,,"Willd. (pro sp.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix triandra","https://id.biodiversity.org.au/name/apni/59837","Salix triandra","Salicaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salix viminalis","https://id.biodiversity.org.au/node/apni/2920025","Salix viminalis","Salicaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salmo salar","urn:lsid:biodiversity.org.au:afd.taxon:005b9347-9194-4173-97cc-4a032906676e","Salmo salar","Salmonidae",,"(Linnaeus, 1758)","Australia","Animalia","freshwater/brackish/marine","Alien","No","No","2018",
"Salmo trutta","urn:lsid:biodiversity.org.au:afd.taxon:114a5f4c-8c25-4f8f-ba3b-1fe54baa8f99","Salmo trutta","Salmonidae",,"Linnaeus, 1758","Australia","Animalia","freshwater/brackish/marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS). 
Department of the Environment, Australia (2015). Feral animals on offshore islands database."
"Salpichroa origanifolia","https://id.biodiversity.org.au/node/apni/2898157","Salpichroa origanifolia","Solanaceae",,"Baill. (Lam.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salsola kali","https://id.biodiversity.org.au/node/apni/2901320","Salsola australis","Chenopodiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvelinus fontinalis","urn:lsid:biodiversity.org.au:afd.taxon:29702ff2-7e25-4628-a2f9-0974d8cdf566","Salvelinus fontinalis","Salmonidae",,"(Mitchill, 1814)","Australia","Animalia","freshwater/brackish/marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Salvia aethiopis","https://id.biodiversity.org.au/node/apni/2916818","Salvia aethiopis","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvia aurea","https://id.biodiversity.org.au/node/apni/2886669","Salvia aurea","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvia coccinea","https://id.biodiversity.org.au/node/apni/2894386","Salvia coccinea","Lamiaceae",,"Buc'hoz ex Etl.","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvia involucrata","https://id.biodiversity.org.au/node/apni/2902325","Salvia involucrata","Lamiaceae",,"Cav.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvia leucantha","https://id.biodiversity.org.au/node/apni/2907802","Salvia leucantha","Lamiaceae",,"Cav.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvia misella","https://id.biodiversity.org.au/node/apni/2915178","Salvia misella","Lamiaceae",,"Kunth","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvia reflexa","https://id.biodiversity.org.au/node/apni/2905195","Salvia reflexa","Lamiaceae",,"Hornem.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvia splendens","https://id.biodiversity.org.au/node/apni/2901974","Salvia splendens","Lamiaceae",,"Sellow ex Roem. & Schult.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvia verbenaca","https://id.biodiversity.org.au/node/apni/2887555","Salvia verbenaca","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvia viridis",,,,,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvinia cucullata","https://id.biodiversity.org.au/node/apni/2906788","Salvinia molesta","Salviniaceae",,"Bory","Australia","Plantae","freshwater","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories."
"Salvinia molesta","https://id.biodiversity.org.au/node/apni/2906788","Salvinia molesta","Salviniaceae",,"Mitchell","Australia","Plantae","freshwater","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Salvinia natans","NZOR-6-114171","Salvinia natans","Salviniaceae",,"All. (L.)","Australia","Plantae","freshwater","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories."
"Sambucus gaudichaudiana","https://id.biodiversity.org.au/node/apni/2902827","Sambucus gaudichaudiana","Adoxaceae",,"DC.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sambucus nigra","https://id.biodiversity.org.au/node/apni/2901734","Sambucus nigra","Adoxaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Samolus valerandi","https://id.biodiversity.org.au/node/apni/2908781","Samolus valerandi","Primulaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sanchezia parvibracteata","https://id.biodiversity.org.au/node/apni/2915429","Sanchezia parvibracteata","Acanthaceae",,"Sprague & Hutch.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sanguisorba minor","https://id.biodiversity.org.au/node/apni/2911471","Sanguisorba minor","Rosaceae",,"Scop.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sansevieria trifasciata","https://id.biodiversity.org.au/node/apni/2901880","Sansevieria trifasciata","Asparagaceae",,"Prain","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Santalum album","https://id.biodiversity.org.au/node/apni/2903055","Santalum album","Santalaceae",,"L.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Saponaria calabrica","https://id.biodiversity.org.au/node/apni/2889163","Saponaria calabrica","Caryophyllaceae",,"Guss.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Saponaria officinalis","https://id.biodiversity.org.au/node/apni/2902601","Saponaria officinalis","Caryophyllaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Saritaea magnifica","https://id.biodiversity.org.au/node/apni/2889159","Saritaea magnifica","Bignoniaceae",,"Dugand (W. Bull)","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scabiosa atropurpurea","https://id.biodiversity.org.au/node/apni/2915514","Scabiosa atropurpurea","Caprifoliaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scandix pecten-veneris","https://id.biodiversity.org.au/node/apni/2920602","Scandix pecten-veneris","Apiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schefflera actinophylla","https://id.biodiversity.org.au/node/apni/2919723","Schefflera actinophylla","Araliaceae",,"Harms (Endl.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schefflera arboricola","https://id.biodiversity.org.au/node/apni/2908602","Schefflera arboricola","Araliaceae",,"Merr. (Hayata)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schenkia spicata","https://id.biodiversity.org.au/name/apni/200900","Schenkia spicata","Gentianaceae",,"G. Mans. (L.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schinus areira","https://id.biodiversity.org.au/node/apni/2893428","Schinus molle var. areira","Anacardiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schinus molle","https://id.biodiversity.org.au/node/apni/2912800","Schinus molle","Anacardiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schinus terebenthifolia","https://id.biodiversity.org.au/node/apni/2909092","Schinus terebinthifolia","Anacardiaceae",,"Raddi","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schismus arabicus","https://id.biodiversity.org.au/node/apni/2914346","Schismus arabicus","Poaceae",,"Nees","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schismus barbatus","https://id.biodiversity.org.au/node/apni/2919983","Schismus barbatus","Poaceae",,"Thell. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schizachyrium condensatum",,,,,"Nees (Kunth)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schizoporella errata","urn:lsid:biodiversity.org.au:afd.taxon:ae3a3708-b739-44f2-93e4-c3ce1711b3b2","Schizoporella errata","Schizoporellidae",,"(Waters, 1878)","Australia","Animalia","marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Schizoporella japonica",,,,,"Ortmann, 1890","Australia","Animalia","marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Schizoporella unicornis","20459022","Schizoporella unicornis","Schizoporellidae",,"(Johnston in Wood, 1844)","Australia","Animalia","marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS). 
NIMPIS (National Introduced Marine Pest Information System). (2015). Online publication NIMPIS (National Introduced Marine Pest Information System).."
"Schoenoplectiella juncoides",,,,,"(Roxb.) Lye","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories."
"Schoenoplectiella lineolata","https://id.biodiversity.org.au/node/apni/7129078","Schoenoplectiella lineolata","Cyperaceae",,"J.Jung & H.K.Choi (Franch. & Sav.)","Australia","Plantae","terrestrial/freshwater","Native/Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schoenoplectiella mucronata","https://id.biodiversity.org.au/node/apni/7129958","Schoenoplectiella mucronata","Cyperaceae",,"J.Jung & H.K.Choi (L.)","Australia","Plantae","terrestrial/freshwater","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schoenoplectus californicus","https://id.biodiversity.org.au/node/apni/2917426","Schoenoplectus californicus","Cyperaceae",,"Soják (C.A.Mey.)","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schoenoplectus erectus","https://id.biodiversity.org.au/node/apni/7125992","Schoenoplectiella erecta","Cyperaceae",,"Lye (Poir.)","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schoenus apogon","https://id.biodiversity.org.au/node/apni/2908439","Schoenus apogon","Cyperaceae",,"Roem. & Schult.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schotia brachypetala","https://id.biodiversity.org.au/node/apni/2919504","Schotia brachypetala","Fabaceae",,"Sond.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Schottera nicaeensis","55048010","Schottera nicaeënsis","Phyllophoraceae",,"Guiry & Hollenb. (Duby)","Australia","Plantae","marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Scilla hyacinthoides","https://id.biodiversity.org.au/node/apni/2899886","Scilla hyacinthoides","Asparagaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scilla peruviana","https://id.biodiversity.org.au/node/apni/2893076","Scilla peruviana","Asparagaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scirpus maritimus","NZOR-4-16716","Scirpus maritimus","Cyperaceae",,"Palla (L.)","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories."
"Scirpus pendulus","https://id.biodiversity.org.au/node/apni/2887755","Scirpus pendulus","Cyperaceae",,"Muhl.","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scirpus polystachyus","https://id.biodiversity.org.au/node/apni/2893681","Scirpus polystachyus","Cyperaceae",,"F.Muell.","Australia","Plantae","terrestrial/freshwater","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scleranthus annuus","https://id.biodiversity.org.au/node/apni/2920790","Scleranthus annuus","Caryophyllaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scleroblitum atriplicinum","https://id.biodiversity.org.au/node/apni/7100057","Scleroblitum atriplicinum","Chenopodiaceae",,"Ulbr. (F.Muell.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sclerochloa dura","https://id.biodiversity.org.au/node/apni/2909915","Sclerochloa dura","Poaceae",,"P.Beauv. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sclerolaena bicornis","https://id.biodiversity.org.au/node/apni/2900202","Sclerolaena bicornis","Chenopodiaceae",,,"Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sclerolaena birchii","https://id.biodiversity.org.au/node/apni/2896018","Sclerolaena birchii","Chenopodiaceae",,,"Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sclerolaena calcarata","https://id.biodiversity.org.au/node/apni/2894116","Sclerolaena calcarata","Chenopodiaceae",,,"Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sclerolaena muricata","https://id.biodiversity.org.au/node/apni/8448506","Sclerolaena muricata","Chenopodiaceae",,"(Moq.) Domin","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scleropages formosus",,,,,"(Müller & Schlegel, 1844)","Australia","Animalia","freshwater","Alien","No","Yes","2017","Department of the Environment, Australia (2015). Feral animals on offshore islands database."
"Scolymus hispanicus","https://id.biodiversity.org.au/node/apni/2898573","Scolymus hispanicus","Asteraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scolymus maculatus","https://id.biodiversity.org.au/node/apni/2898982","Scolymus maculatus","Asteraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scoparia dulcis","https://id.biodiversity.org.au/node/apni/2895850","Scoparia dulcis","Plantaginaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scorpiurus muricatus","https://id.biodiversity.org.au/node/apni/2915687","Scorpiurus muricatus","Fabaceae",,"L.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scorzonera hispanica","https://id.biodiversity.org.au/name/apni/237613","Scorzonera hispanica","Asteraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scrophularia auriculata","https://id.biodiversity.org.au/node/apni/2916827","Scrophularia auriculata","Scrophulariaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scrophularia californica",,,,,"Cham. & Schltdl.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scrophularia nodosa","https://id.biodiversity.org.au/node/apni/2887306","Scrophularia nodosa","Scrophulariaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Scutellaria racemosa","https://id.biodiversity.org.au/node/apni/2896800","Scutellaria racemosa","Lamiaceae",,"Pers.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Secale cereale","https://id.biodiversity.org.au/node/apni/2905471","Secale cereale","Poaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sechium edule","https://id.biodiversity.org.au/node/apni/2904812","Sechium edule","Cucurbitaceae",,"Sw. (Jacq.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Securigera varia","https://id.biodiversity.org.au/node/apni/2919115","Securigera varia","Fabaceae",,"Lassen (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sedum acre","https://id.biodiversity.org.au/node/apni/2906671","Sedum acre","Crassulaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sedum album","https://id.biodiversity.org.au/node/apni/2914695","Sedum album","Crassulaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sedum caespitosum","https://id.biodiversity.org.au/node/apni/2894094","Sedum caespitosum","Crassulaceae",,"DC. (Cav.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sedum dendroideum","https://id.biodiversity.org.au/node/apni/2891450","Sedum praealtum subsp. praealtum","Crassulaceae",,"Moceno & Sessé ex A. DC.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sedum forsterianum","https://id.biodiversity.org.au/node/apni/2902837","Sedum forsterianum","Crassulaceae",,"Sm.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sedum praealtum","https://id.biodiversity.org.au/node/apni/2916453","Sedum praealtum","Crassulaceae",,"DC.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sedum rupestre","https://id.biodiversity.org.au/node/apni/2918551","Sedum rupestre","Crassulaceae",,"L.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sedum sediforme","https://id.biodiversity.org.au/node/apni/2893948","Sedum sediforme","Crassulaceae",,"Pau (Jacq.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sedum sexangulare","https://id.biodiversity.org.au/node/apni/2917975","Sedum sexangulare","Crassulaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Selaginella kraussiana","https://id.biodiversity.org.au/node/apni/2916183","Selaginella kraussiana","Selaginellaceae",,"A. Braun (Kunze)","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Selaginella plana","https://id.biodiversity.org.au/node/apni/2900318","Selaginella plana","Selaginellaceae",,"Hieron. (Desv. ex Poir.)","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Selaginella umbrosa","https://id.biodiversity.org.au/node/apni/2911326","Selaginella umbrosa","Selaginellaceae",,"Lem. ex Hieron.","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Selaginella vogelii","https://id.biodiversity.org.au/node/apni/2902308","Selaginella vogelii","Selaginellaceae",,"Beauv.","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Selaginella willdenovii","https://id.biodiversity.org.au/node/apni/2898236","Selaginella willdenovii","Selaginellaceae",,"Baker (Desv. ex Poir.)","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
